activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
23164538,CHEMBL4851479,CC(C)c1noc(N2CCC(N(c3cc(OC4CCN(S(C)(=O)=O)CC4)ncn3)C(F)(F)F)CC2)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812959,CHEMBL4811273,2021,CL,=,108.0,mL.min-1.g-1,,,A,Hepatic clearance in human liver microsomes measured up to 30 mins by LC/MS/MS analysis,hepatic clearance in human liver microsomes measured up to 30 mins by lc/ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_hepatic
23164539,CHEMBL4846307,CS(=O)(=O)N1CCC(Oc2cc(N(C3CCN(c4nc(C5CC5)no4)CC3)C(F)(F)F)ncn2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812959,CHEMBL4811273,2021,CL,=,31.0,mL.min-1.g-1,,,A,Hepatic clearance in human liver microsomes measured up to 30 mins by LC/MS/MS analysis,hepatic clearance in human liver microsomes measured up to 30 mins by lc/ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_hepatic
23192510,CHEMBL4871799,CCN(C(=O)c1cc(C(C)C)c(O)cc1O)c1cccnc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4818870,CHEMBL4814073,2021,CL,=,14.67,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes by LC-MS/MS analysis,hepatic clearance in human liver microsomes by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
23262409,CHEMBL4849582,COc1cc(/C=C/c2ccc(NC(=O)C3CC3)cc2)c(/C=C/[N+](=O)[O-])c(OC)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4833277,CHEMBL4831528,2021,CL,=,11.0,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes preincubated for 5 mins followed by NADPH addition and measured after 5 to 60 mins by LC-MS/MS analysis,hepatic clearance in human liver microsomes preincubated for 5 mins followed by nadph addition and measured after 5 to 60 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
23262410,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,smiles_found,CHEMBL612558,ADMET,CHEMBL4833277,CHEMBL4831528,2021,CL,=,14.8,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes preincubated for 5 mins followed by NADPH addition and measured after 5 to 60 mins by LC-MS/MS analysis,hepatic clearance in human liver microsomes preincubated for 5 mins followed by nadph addition and measured after 5 to 60 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
23308568,CHEMBL4877100,Fc1ccc(C2(Cn3cncn3)COC(c3ccc(-c4cccc(F)c4)cc3)=N2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4843550,CHEMBL4842346,2021,CL,=,0.0211,mL.min-1.kg-1,,,A,Intrinsic hepatic clearance in human liver microsomes at 100 uM in the presence of NADPH measured up to 60 mins by LC-MS/MS analysis,intrinsic hepatic clearance in human liver microsomes at 100 um in the presence of nadph measured up to 60 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
24883196,CHEMBL5192803,CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C4CC4)c3)c2F)c2cc(OC(=O)N(C)C)ccn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5156600,CHEMBL5154675,2022,CL,=,35.34,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes at 1 uM incubated for 45 mins in presence of NADPH by LC-MS/MS analysis,hepatic clearance in human liver microsomes at 1 um incubated for 45 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
24883197,CHEMBL5179520,COc1ccn2c(C(C)=O)cc(C(=O)Nc3cc(C(C)O)cc(-c4cnn(C5CC5)c4)c3F)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5156600,CHEMBL5154675,2022,CL,=,16.52,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes at 1 uM incubated for 45 mins in presence of NADPH by LC-MS/MS analysis,hepatic clearance in human liver microsomes at 1 um incubated for 45 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
24883198,CHEMBL655,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,smiles_found,CHEMBL612558,ADMET,CHEMBL5156600,CHEMBL5154675,2022,CL,=,19.9,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes at 1 uM incubated for 45 mins in presence of NADPH by LC-MS/MS analysis,hepatic clearance in human liver microsomes at 1 um incubated for 45 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
24929776,CHEMBL5169427,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)[C@H]2C[C@H]21)c1ccc(Cl)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5168787,CHEMBL5154942,2022,CL,=,0.00896,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed hepatic clearance at 1 uM measured after 60 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed hepatic clearance at 1 um measured after 60 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25582792,CHEMBL221190,COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,smiles_found,CHEMBL612558,ADMET,CHEMBL5354178,CHEMBL5352426,2022,CL,=,13.2,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25582794,CHEMBL5403434,COc1cc2c(N)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,smiles_found,CHEMBL612558,ADMET,CHEMBL5354178,CHEMBL5352426,2022,CL,=,9.6,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25585288,CHEMBL5394677,Cn1ccc2c(Oc3ccc(NC(=O)Cc4ccc(C(F)(F)F)c(F)c4)cc3)ncnc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5354574,CHEMBL5352438,2022,CL,=,0.86,mL.min-1.kg-1,,,A,Metabolic stability human liver microsomes assessed as hepatic clearance at 1 uM measured upto 90 mins in presence of NADPH by HPLC-MS/MS analysis,metabolic stability human liver microsomes assessed as hepatic clearance at 1 um measured upto 90 mins in presence of nadph by hplc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25610439,CHEMBL5424175,Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5360452,CHEMBL5357083,2024,CL,=,5.6,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured upto 45 mins by LC/MS/MS analysis,hepatic clearance in human liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured upto 45 mins by lc/ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25610451,CHEMBL5405688,COc1ccc2[nH]nc(CCN(C)C)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5360464,CHEMBL5357083,2024,CL,=,12.1,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes,hepatic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25610452,CHEMBL5439312,[2H]C([2H])(Cc1n[nH]c2ccc(OC)cc12)N(C)C,smiles_found,CHEMBL612558,ADMET,CHEMBL5360464,CHEMBL5357083,2024,CL,=,11.7,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes,hepatic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25702475,CHEMBL5405484,CN1C(=O)[C@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cccnc43)c2)[C@H]2C[C@H]21,smiles_found,CHEMBL612558,ADMET,CHEMBL5385372,CHEMBL5380868,2023,CL,=,5.8,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes,hepatic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25702476,CHEMBL4209095,CN1CC[C@@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cccnc43)c2)C1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5385372,CHEMBL5380868,2023,CL,=,7.2,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes,hepatic clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25843278,CHEMBL5557963,CCC(=O)Nc1ccc(CNc2nc(NC3CCOCC3)nc3c(C(C)C)cnn23)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5504199,CHEMBL5500401,2024,CL,=,19600.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition measured for 60 mins,metabolic stability in human liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition measured for 60 mins | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25843279,CHEMBL5527848,CC(C)c1cnn2c(NCc3ccc(NC(=O)C4(F)CC4)cc3)nc(NC3CCOCC3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL5504199,CHEMBL5500401,2024,CL,=,19800.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition measured for 60 mins,metabolic stability in human liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition measured for 60 mins | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25864936,CHEMBL5557642,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Nc4cccc(O)c4)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5511243,CHEMBL5506050,2024,CL,=,19.93,mL.min-1.kg-1,,,A,Stability in human liver microsomes assessed as hepatic clearance at 1 uM measured for 60 mins in presence of NADPH by LC-MS/MS analysis,stability in human liver microsomes assessed as hepatic clearance at 1 um measured for 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25883779,CHEMBL5542746,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCCCCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5516449,CHEMBL5512674,2024,CL,=,17.99,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes preincubated for 5 mins followed by NADPH addition and measured for 45 mins by LC-MS analysis,hepatic clearance in human liver microsomes preincubated for 5 mins followed by nadph addition and measured for 45 mins by lc-ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25883780,CHEMBL2041442,CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(N)cc2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5516449,CHEMBL5512674,2024,CL,=,7.43,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes preincubated for 5 mins followed by NADPH addition and measured for 45 mins by LC-MS analysis,hepatic clearance in human liver microsomes preincubated for 5 mins followed by nadph addition and measured for 45 mins by lc-ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25883781,CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5516449,CHEMBL5512674,2024,CL,=,14.34,mL.min-1.kg-1,,,A,Hepatic clearance in human liver microsomes preincubated for 5 mins followed by NADPH addition and measured for 45 mins by LC-MS analysis,hepatic clearance in human liver microsomes preincubated for 5 mins followed by nadph addition and measured for 45 mins by lc-ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25886624,CHEMBL3900856,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@H]2CCC[C@H](c4ccc(Cl)cc4)C2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,47.2,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886625,CHEMBL3911070,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@H]2CC[C@H](c4ccc(C(F)(F)F)cc4)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,22.4,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886626,CHEMBL5555965,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@H]2CC[C@@H](c4ccc(C(F)(F)F)cc4)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,13.6,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886627,CHEMBL3946187,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@H]2CC[C@H](c4cccc(C(F)(F)F)c4)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,66.4,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886628,CHEMBL3913030,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@H]2CC[C@H](c4ccccc4C(F)(F)F)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,52.4,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886629,CHEMBL3955146,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4ccc(C(F)(F)F)cc4)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,57.2,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886630,CHEMBL3978667,COc1cc(Cl)c(F)cc1[C@H]1CC[C@@H]([C@H](C)N2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)O1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,66.6,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886631,CHEMBL3918666,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4ccc(Cl)cc4OC(F)F)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,212.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886632,CHEMBL3942982,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4cc(F)c(C(F)(F)F)c(F)c4)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,20.5,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886633,CHEMBL3948397,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4ccc(C(F)(F)F)c(F)c4F)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,28.2,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886634,CHEMBL3980608,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4ccc(Cl)cc4C(F)(F)F)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,42.9,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25886635,CHEMBL3951810,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4cc(F)c(Cl)cc4C(F)(F)F)O2)C3=O)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5517244,CHEMBL5512689,2024,CL,=,42.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as apparent hepatic clearance,metabolic stability in human liver microsome assessed as apparent hepatic clearance | | admet | ml.min-1.g-1,chembl_hlm_hepatic
25978779,CHEMBL5575064,O=C(COc1ccc(Cl)c(F)c1)NC12CC(NC(=O)COC3CCC3)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,11.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978780,CHEMBL5593424,OC(COC1CCC(Cl)C(F)C1)NC12CC(NC(O)CO[C@H]3C[C@@H](C(F)(F)F)C3)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,13.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978781,CHEMBL5572011,O=C(COc1ccc(Cl)c(F)c1)NC12CC(NC(=O)CO[C@H]3C[C@H](C(F)(F)F)C3)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,13.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978783,CHEMBL5594712,O=C(COc1ccc(Cl)c(F)c1)NC12CC(NC(=O)CO[C@H]3C[C@@H](OC(F)(F)F)C3)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,11.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978785,CHEMBL5573131,O=C(COc1ccc(Cl)c(F)c1)NC12CC(c3cn([C@H]4C[C@@H](OC(F)(F)F)C4)nn3)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,9.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978788,CHEMBL5567438,O=C(COc1ccc(Cl)c(F)c1)NC12CC(N3C[C@H]([C@H]4C[C@@H](OC(F)(F)F)C4)OC3=O)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,15.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978789,CHEMBL5573122,O=C(COc1ccc(Cl)c(F)c1)NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,12.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978793,CHEMBL5571595,O=C(NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2)C1CCc2cc(Cl)ccc2O1,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,12.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978795,CHEMBL5590478,O=C(NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2)c1ccc2cc(Cl)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,14.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978796,CHEMBL5570121,O=C(NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2)c1cnc2cc(Cl)ccc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,11.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978797,CHEMBL5569682,O=C(NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2)c1cnc2cc(Cl)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,6.3,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25978798,CHEMBL5565290,O=C(NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2)c1ccc2cc(C(F)(F)F)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5545952,CHEMBL5543116,2024,CL,=,6.2,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsome assessed as hepatic clearance,metabolic stability in human liver microsome assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25986850,CHEMBL5570910,Cc1c(NC(=O)CN2CCN(CC3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)c[nH]c1/C=C1\C(=O)Nc2ccc(F)cc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5548867,CHEMBL5543162,2024,CL,=,10.9,mL.min-1.kg-1,,,A,Stability in human liver microsomes assessed as hepatic clearance,stability in human liver microsomes assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25986851,CHEMBL4869059,Cc1c(NC(=O)CCN2CCCC2)c[nH]c1/C=C1\C(=O)Nc2ccc(F)cc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5548867,CHEMBL5543162,2024,CL,=,5.93,mL.min-1.kg-1,,,A,Stability in human liver microsomes assessed as hepatic clearance,stability in human liver microsomes assessed as hepatic clearance | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
25997094,CHEMBL5564691,COc1ccc(C2COc3cc(OCc4c(C)cc(C)cc4C)ccc3C2=O)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5552030,CHEMBL5550159,2024,CL,=,4.88,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance preincubated for 5 mins followed by NADPH addition and measured upto 120 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as hepatic clearance preincubated for 5 mins followed by nadph addition and measured upto 120 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
26014631,CHEMBL5591763,Cc1cc2ncnn2cc1C1CCN(S(=O)(=O)c2cn(C)nc2C)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5578546,CHEMBL5576133,2024,CL,=,5.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
26014632,CHEMBL5583841,Cc1ncc(S(=O)(=O)N2CCC(c3cn4ncnc4cc3C)CC2)s1,smiles_found,CHEMBL612558,ADMET,CHEMBL5578546,CHEMBL5576133,2024,CL,=,7.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
26014633,CHEMBL5595085,Cn1ncc(S(=O)(=O)N2CCC(c3cn4ncnc4cc3Cl)CC2)c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5578546,CHEMBL5576133,2024,CL,=,14.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
26014634,CHEMBL5594532,Cc1ncc(S(=O)(=O)N2CCC(c3cn4ncnc4cc3Cl)CC2)s1,smiles_found,CHEMBL612558,ADMET,CHEMBL5578546,CHEMBL5576133,2024,CL,=,13.0,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition and measured after 45 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition and measured after 45 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_hepatic
