Unnamed: 0,mol_id,SMILES,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled,hlm_value_scaled_log10_low,hlm_value_scaled_log10_high,dataset,scaling_was_applied,SMILES_standardized,preprocess_reason
7249,CHEMBL306457,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1,47.7,1.6875289612146342,,1.6875289612146342,1.6875289612146342,chembl_dataset,False,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1,
7250,CHEMBL66457,CC(C)(O)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,4.9,0.7708520116421442,,0.7708520116421442,0.7708520116421442,chembl_dataset,False,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,
7251,CHEMBL304053,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O,16.5,1.2430380486862944,,1.2430380486862944,1.2430380486862944,chembl_dataset,False,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O,
7252,CHEMBL68366,CC(C)(F)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,8.0,0.9542425094393248,,0.9542425094393248,0.9542425094393248,chembl_dataset,False,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,
7253,CHEMBL303673,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)CC(C(=O)NO)C1CCC(F)(F)CC1)c1cnc2ccccc2n1,6.1,0.8512583487190752,,0.8512583487190752,0.8512583487190752,chembl_dataset,False,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)CC(C(O)=NO)C1CCC(F)(F)CC1)c1cnc2ccccc2n1,
7254,CHEMBL71499,CN1CCN(C(=O)C(CCC(C)(C)F)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cnc3ccccc3n2)CC1,647.0,2.8115750058705933,,2.8115750058705933,2.8115750058705933,chembl_dataset,False,CN1CCN(C(=O)C(CCC(C)(C)F)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cnc3ccccc3n2)CC1,
7255,CHEMBL68692,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1,836.0,2.92272545799326,,2.92272545799326,2.92272545799326,chembl_dataset,False,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1,
7256,CHEMBL66159,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NN,32.7,1.5276299008713388,,1.5276299008713388,1.5276299008713388,chembl_dataset,False,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)[N-]N,
7257,CHEMBL68937,CNC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1cnc2ccccc2c1,560.0,2.7489628612561616,,2.7489628612561616,2.7489628612561616,chembl_dataset,False,CNC(=O)C(CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1cnc2ccccc2c1,
7258,CHEMBL304358,CC(C)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,202.0,2.307496037913213,,2.307496037913213,2.307496037913213,chembl_dataset,False,CC(C)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,
7259,CHEMBL65784,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NCc1ccccc1,299.0,2.4771212547196626,,2.4771212547196626,2.4771212547196626,chembl_dataset,False,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NCc1ccccc1,
7260,CHEMBL302533,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCC(F)(F)CC1,35.0,1.5563025007672873,,1.5563025007672873,1.5563025007672873,chembl_dataset,False,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCC(F)(F)CC1,
7261,CHEMBL302320,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCC(F)(F)CC1,6.4,0.8692317197309762,,0.8692317197309762,0.8692317197309762,chembl_dataset,False,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCC(F)(F)CC1,
7262,CHEMBL308473,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O,6.0,0.8450980400142568,,0.8450980400142568,0.8450980400142568,chembl_dataset,False,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O,
7263,CHEMBL68145,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCCCC1,242.0,2.385606273598312,,2.385606273598312,2.385606273598312,chembl_dataset,False,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCCCC1,
7264,CHEMBL305423,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NO,3.6,0.6627578316815741,,0.6627578316815741,0.6627578316815741,chembl_dataset,False,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(O)=NO,
7265,CHEMBL3706623,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3cccnc3)o2)C[C@H]1C(=O)NCC(F)(F)F,233.0,2.369215857410143,,2.369215857410143,2.369215857410143,chembl_dataset,False,O=C(N[C@H]1c2ccccc2OC[C@H]1O)C(Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3cccnc3)o2)CC1C(=O)NCC(F)(F)F,
7266,CHEMBL5483011,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,50.0,1.7075701760979365,,1.7075701760979365,1.7075701760979365,chembl_dataset,False,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,
7267,CHEMBL3706619,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccn3)o2)C[C@H]1C(=O)NCC(F)(F)F,655.0,2.8169038393756605,,2.8169038393756605,2.8169038393756605,chembl_dataset,False,O=C(N[C@H]1c2ccccc2OC[C@H]1O)C(Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccn3)o2)CC1C(=O)NCC(F)(F)F,
7268,CHEMBL3706620,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,19.0,1.3010299956639813,,1.3010299956639813,1.3010299956639813,chembl_dataset,False,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,
7269,CHEMBL114756,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)C[C@H]1C(=O)NCC(F)(F)F,133.0,2.127104798364808,,2.127104798364808,2.127104798364808,chembl_dataset,False,O=C(N[C@H]1c2ccccc2OC[C@H]1O)C(Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)CC1C(=O)NCC(F)(F)F,
7270,CHEMBL310899,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc(C(=O)O)cc4)C(=O)O3)[C@H]21,205.0,2.3138672203691533,,2.238547887681328,2.3258029087436127,chembl_dataset,True,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc(C(=O)[O-])cc4)C(=O)O3)[C@H]21,
7271,CHEMBL82236,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc5c(c4)OCO5)C(=O)O3)[C@H]21,383.0,2.584331224367531,,2.5088258808686903,2.596293533161889,chembl_dataset,True,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc5c(c4)OCO5)C(=O)O3)[C@H]21,
7272,CHEMBL84348,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4cccc(OC)c4)C(=O)O3)[C@H]21,55.0,1.7481880270062005,,1.6739419986340878,1.7599698575543072,chembl_dataset,True,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4cccc(OC)c4)C(=O)O3)[C@H]21,
7273,CHEMBL64148,COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(CCNCCc3ccccn3)c2=O)c1,84.0,1.9294189257142929,,1.9294189257142929,1.9294189257142929,chembl_dataset,False,COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(CCNCCc3ccccn3)c2=O)c1,
7274,CHEMBL79236,CC(C)(c1cc2cnccc2o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,22.0,1.3617278360175928,,1.3617278360175928,1.3617278360175928,chembl_dataset,False,CC(C)(c1cc2cnccc2o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,
7275,CHEMBL312238,CC(C)(C)NC(=O)[C@@H]1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,34.0,1.5440680443502757,,1.5440680443502757,1.5440680443502757,chembl_dataset,False,CC(C)(C)NC(=O)C1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,
7276,CHEMBL3706622,CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,35.0,1.5563025007672873,,1.5563025007672873,1.5563025007672873,chembl_dataset,False,CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,
7277,CHEMBL3706615,COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)o2)c1,13.0,1.146128035678238,,1.146128035678238,1.146128035678238,chembl_dataset,False,COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)CC(Cc4ccccc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)C(C(=O)NCC(F)(F)F)C3)o2)c1,
7278,CHEMBL5483011,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,50.0,1.7075701760979365,,1.7075701760979365,1.7075701760979365,chembl_dataset,False,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,
7279,CHEMBL3706621,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,500.0,2.699837725867246,,2.699837725867246,2.699837725867246,chembl_dataset,False,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,
7280,CHEMBL3706613,CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,27.0,1.4471580313422192,,1.4471580313422192,1.4471580313422192,chembl_dataset,False,CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)CC(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)C(C(=O)NCC(F)(F)F)C1,
7281,CHEMBL57049,Cn1cc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)cc4)CC3)c(SCc3ccc(F)cc3)nc2=O)cnc1=O,4.0,0.6989700043360189,,0.639486489268586,0.7085908451503438,chembl_dataset,True,Cn1cc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)cc4)CC3)c(SCc3ccc(F)cc3)nc2=O)cnc1=O,
7282,CHEMBL58151,Cn1cc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,11.0,1.0791812460476249,,1.010299956639812,1.0901874875754207,chembl_dataset,True,Cn1cc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,
7283,CHEMBL291535,Cc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)cc4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,7.0,0.9030899869919436,,0.8375884382355113,0.9136019497291574,chembl_dataset,True,Cc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)cc4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,
7284,CHEMBL417780,COc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)cc4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,3.0,0.6020599913279624,,0.5465426634781311,0.6110857334148726,chembl_dataset,True,COc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)cc4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,
7285,CHEMBL56954,COc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,7.0,0.9030899869919436,,0.8375884382355113,0.9136019497291574,chembl_dataset,True,COc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,
7286,CHEMBL184185,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,0.74,0.2405492482825997,,0.2099437356849522,0.2456902974077156,chembl_dataset,True,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1[O-],
7287,CHEMBL184185,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,1.5,0.3979400086720376,,0.3541084391474008,0.4051755462179893,chembl_dataset,True,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1[O-],
7288,CHEMBL359670,NS(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,0.74,0.2405492482825997,,0.2099437356849522,0.2456902974077156,chembl_dataset,True,NS(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1[O-],
7289,CHEMBL359670,NS(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,1.5,0.3979400086720376,,0.3541084391474008,0.4051755462179893,chembl_dataset,True,NS(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1[O-],
7290,CHEMBL363731,Cc1ccc(-c2nc(-c3c(C)n(Cc4c(F)cccc4F)c(=O)n(C[C@H](N)c4ccccc4)c3=O)cs2)cc1,36.0,1.568201724066995,,1.568201724066995,1.568201724066995,chembl_dataset,False,Cc1ccc(-c2nc(-c3c(C)n(Cc4c(F)cccc4F)c(=O)n(C[C@H](N)c4ccccc4)c3=O)cs2)cc1,
7291,CHEMBL183938,Cc1c(-c2csc(-c3ccc(Cl)cc3)n2)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,46.0,1.6720978579357175,,1.6720978579357175,1.6720978579357175,chembl_dataset,False,Cc1c(-c2csc(-c3ccc(Cl)cc3)n2)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,
7292,CHEMBL112466,COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@@H](C)N(C)Cc3ccccn3)c2=O)c1,1700.0,3.230704313612569,,3.230704313612569,3.230704313612569,chembl_dataset,False,COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@@H](C)N(C)Cc3ccccn3)c2=O)c1,
7293,CHEMBL195497,COc1cc2c(cc1N1C[C@@H](C)N(C)[C@@H](C)C1)N(C(=O)c1ccc(-c3cccc(C)n3)c3ccccc13)CC2,34.0,1.5440680443502757,,1.470704429722788,1.5557230550750536,chembl_dataset,True,COc1cc2c(cc1N1C[C@@H](C)N(C)[C@@H](C)C1)N(C(=O)c1ccc(-c3cccc(C)n3)c3ccccc13)CC2,
7294,CHEMBL195897,COc1cc2c(cc1N1C[C@@H](C)N[C@@H](C)C1)N(C(=O)c1ccc(-c3cccc(C)n3)c3ccccc13)CC2,14.0,1.1760912590556811,,1.1058506743851435,1.1872950546937378,chembl_dataset,True,COc1cc2c(cc1N1C[C@@H](C)N[C@@H](C)C1)N(C(=O)c1ccc(-c3cccc(C)n3)c3ccccc13)CC2,
7295,CHEMBL434355,CCN1[C@H](C)CN(c2cc3c(cc2OC)CCN3C(=O)c2ccc(-c3cccc(C)n3)c3ccccc23)C[C@@H]1C,47.0,1.6812412373755872,,1.6072405038317428,1.69298784390957,chembl_dataset,True,CCN1[C@H](C)CN(c2cc3c(cc2OC)CCN3C(=O)c2ccc(-c3cccc(C)n3)c3ccccc23)C[C@@H]1C,
7296,CHEMBL435936,COc1cc2c(cc1N1C[C@@H](C)N(C)[C@@H](C)C1)N(C(=O)Nc1cccc(Cl)c1Cl)CC2,3.0,0.6020599913279624,,0.5465426634781311,0.6110857334148726,chembl_dataset,True,COc1cc2c(cc1N1C[C@@H](C)N(C)[C@@H](C)C1)N(C(=O)Nc1cccc(Cl)c1Cl)CC2,
